Station Name,Current Output (MW),Region,Most Recent Output Time (AEST),Current % of Max Cap,Current % of Reg Cap,Max Cap (MW),Reg Cap (MW),Max ROC/Min,Unit Size (MW),Physical Unit No.,Participant,Dispatch Type,Category,Classification,Fuel Source - Primary,Fuel Source - Descriptor,Technology Type - Primary,Technology Type - Descriptor,Aggregation,DUID,Lat,Lon
Wollert Renewable Energy Facility,,VIC1,,,,7,7,0,1.1,1-Jul,LMS Energy Pty Ltd,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,N,WOLLERT1,-37.582957,145.048704
Bolivar Waste Water Treatment Plant,,SA1,,,,10,9.9,"0, -","2.7, 2.4","1-1, 1-3",South Australian Water Corporation,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Sewerage / Waste Water,Renewable,Pump Storage,N,BOLIVAR1,-34.76995,138.58315
Tableland Mill Unit 2,,QLD1,,,,17,24,-,17,1,MP Tableland Green Power Pty Ltd,Generator,Non-Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Super Critical,N,TABMILL2,-17.11929219,145.3449699
Woodlawn Bioreactor Energy Generation Station,,NSW1,,,,7,7,,1.065,"1-6, 7",EnergyAustralia Pty Ltd,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Compression Reciprocating Engine,N,WDLNGN01,-35.05900246,149.576905
ISIS Central Sugar Mill Co-generation Plant,,QLD1,,,,25,25,,25,1,AGL Australia Markets Pty Limited,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Sub-Critical,N,ICSM,-25.193986,152.208556
West Illawarra Leagues Club Plant,,NSW1,,,,1,1,-,"0.715, 0.275","1, 2",Enel X Australia Pty Ltd,Generator,Market,Non-Scheduled,Fossil,Diesel,Combustion,Compression Reciprocating Engine,Y,WESTILL1,-34.451537,150.842907
Christies Beach Wastewater Treatment Plant,,SA1,,,,2,2.75,-,2.75,1,South Australian Water Corporation,Generator,Market,Non-Scheduled,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,N,CBWWPV1,,
Glenmaggie Hydro Power Station,,VIC1,,,,4,3.8,0,3.8,1,Pacific Hydro Investments Pty Ltd,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Run of River,N,GLENMAG1,-37.904745,146.801085
Windy Hill Wind Farm,,QLD1,,,,12,12,,0.6,Jan-20,Windy Hill Wind Farm Pty Ltd,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Y,WHILL1,-17.5922,145.5306
Pindari Hydro Power Station,,NSW1,,,,6,6.7,,6.7,1,AGL Hydro Partnership,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,N,PINDARI,-29.388626,151.244202
Adelaide Desalination Plant,,SA1,,,,0.2,0.2,-,0.1,1-Feb,South Australian Water Corporation,Generator,Market,Non-Scheduled,Solar,Solar,Renewable,Photovoltaic Flat panel,Y,ADPPV2,-35.09984,138.48384
Condong Power Station,,NSW1,,,,30,30,,30,1,Cape Byron Management Pty Ltd,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Sub-Critical,N,CONDONG1,-28.313802,153.43411
Appin Power Plant,,NSW1,,,,55,55.6,0,1.03,Jan-54,EDL Group Operations Pty Ltd,Generator,Market,Non-Scheduled,Fossil,Waste Coal Mine Gas,Combustion,Spark Ignition Reciprocating Engine,N,APPIN,-34.207596,150.772153
Burrinjuck Hydro Power Station,,NSW1,,,,34,34,-,"5.7, 15.4","3-4, 5",GSP Energy Pty Ltd,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,N,BURRIN,-35.00252,148.583393
Wivenhoe Small Hydro,,QLD1,,,,5,4.7,,4.7,1,Stanwell Corporation Limited,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Run of River,N,WIVENSH,-27.395207,152.6081237
Temporary Generation South,,SA1,,,,123,123.2,60,30.8,1-Apr,Iberdrola Australia SAGT Pty Limited,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),Y,SATGS1,-35.100357,138.485891
Chepstowe Wind Farm,,VIC1,,,,6,6.15,0,2.05,1-Mar,AETV Pty Ltd,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,CHPSTWF1,-37.596069,143.495852
Wilga Park B,,NSW1,,,,12,12,0,3,"1-2, 3-4",Santos NSW (Narrabri Power) Pty Ltd,Generator,Market,Non-Scheduled,Fossil,Coal Seam Methane,Combustion,Spark Ignition Reciprocating Engine,N,WILGB01,-30.363437,149.677153
Yawong Wind Farm,,VIC1,,,,7.2,7.2,0,3.6,1-Feb,Alinta Energy Retail Sales Pty Ltd,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Y,YAWWF1,-36.48131,143.36685
Shepparton Wastewater Treatment Facility,,VIC1,,,,1,1.1,,1.1,1,Diamond Energy Pty Ltd,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Sewerage / Waste Water,Combustion,Compression Reciprocating Engine,N,SHEP1,-36.321775,145.378983
Jounama Small Hydro Power Station,,NSW1,,,,14,14,,14,1,Snowy Hydro Limited,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,N,JOUNAMA1,-35.5619651,148.3055166
Jindabyne Small Hydro Power Station,,NSW1,,,,1,1.1,,1.1,1,Snowy Hydro Limited,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,N,JNDABNE1,-36.43515,148.63325
Tower Power Plant,,NSW1,,,,41,41.2,0,1.03,Jan-40,EDL Group Operations Pty Ltd,Generator,Market,Non-Scheduled,Fossil,Waste Coal Mine Gas,Combustion,Spark Ignition Reciprocating Engine,N,TOWER,-34.22073,150.71795
Basslink HVDC Link,,TAS1,,,,478,478,,480,1,Basslink Pty Ltd,Generator,Market,Non-Scheduled,,,,,N,BLNKTAS,-41.042222,146.868611
Jacks Gully Landfill Gas Power Station,,NSW1,,,,2,2.3,,1.15,1-Feb,EDL LFG (NSW) Pty Ltd,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Compression Reciprocating Engine,N,JACKSGUL,-34.07344,150.742689
Agl Kemps Creek,,NSW1,,,,2,1,0,0.5,1-Feb,AGL Hydro Partnership,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Compression Reciprocating Engine,Y,AGLSITA1,-33.862398,150.756411
Ferguson South Wind Farm,,VIC1,,,,7,8,0,4,2,Ferguson Wind Farm Pty Ltd,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,FSWF1,-38.611251,143.179524
Eastern Creek 2 Gas Utilisation Facility,,NSW1,,,,6.738,6.738,-,1.123,1-Jun,LMS Energy Pty Ltd,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,Y,EASTCRK2,-33.812515,150.861683
Copeton Hydro Power Station,,NSW1,,,,23,22.5,0,22.5,1,AGL Hydro Partnership,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,N,COPTNHYD,-29.910198,150.923462
Wyangala A Power Station,,NSW1,,,,20,20,,20,1,Hydro Power Pty Limited,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,N,WYANGALA,-33.9680956,148.9463456
Mugga Lane Landfill Gas To Energy Facility,,NSW1,,,,4,4.26,0,1.065,1-Apr,LGI Limited,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,Y,MLLFGEF1,,
Racecourse Mill Power Station,,QLD1,,,,48.5,48.5,"0, -, -","3.5, 7, 38","1, 2, 3",Mackay Sugar Limited,Generator,Non-Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Sub-Critical,N,RACOMIL1,-21.163451,149.1344086
Mornington Waste Disposal Facility,,VIC1,,,,1,1,,0.77,1,EnergyAustralia Pty Ltd,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Compression Reciprocating Engine,N,MORNW,-38.391631,144.855322
Stapylton Renewable Energy Facility,,QLD1,,,,2,3.365,,"1.07, 0.765, 0.46","1-2, 3, 4",LMS Energy Pty Ltd,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,N,STAPYLTON1,-27.733556,153.245733
Codrington Wind Farm,,VIC1,,,,18,18.2,0,1.3,Jan-14,Energy Pacific (Vic) Pty Ltd,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,CODRNGTON,-38.28351623,141.9547287
Traralgon Network Support Station,,VIC1,,,,10,10,0,2,1-May,NovaPower Pty Ltd,Generator,Market,Non-Scheduled,Fossil,Natural Gas,Combustion,Spark Ignition Reciprocating Engine,N,TGNSS1,-38.17909,146.5629
Ballarat Base Hospital Plant,,VIC1,,,,3,3,"1, -",1,"1-2, 3",Enel X Australia Pty Ltd,Generator,Market,Non-Scheduled,Fossil,"Natural Gas, Diesel",Combustion,Compression Reciprocating Engine,N,BBASEHOS,-37.559607,143.846918
Veolia Ti Tree Bio Reactor,,QLD1,,,,2,2,,1,1-Feb,Veolia Environmental Services (Australia) Pty Ltd,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Compression Reciprocating Engine,N,TITREE,-27.680164,152.659295
Basslink HVDC Link,,VIC1,,,,594,594,,600,1,Basslink Pty Ltd,Generator,Market,Non-Scheduled,,,,,N,BLNKVIC,-38.406111,147.068333
Burrendong Hydro Power Station,,NSW1,,,,19,19,0,19,1,AGL Hydro Partnership,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,N,BDONGHYD,-32.664616,149.107986
Christies Beach Wastewater Treatment Plant,,SA1,,,,0.81,1.08,-,0.027,Jan-40,South Australian Water Corporation,Generator,Market,Non-Scheduled,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,N,CBWWPV2,,
Wingfield 2 Landfill Gas Power Station,,SA1,,,,5,4.12,0,1.03,1-Apr,EDL LFG (SA) Pty Ltd,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,N,WINGF2_1,-34.832062,138.5483038
Banimboola Power Station,,VIC1,,,,13,12.85,-,"5.3, 2.25","1-2, 3",AGL Hydro Partnership,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Y,BAPS,-36.53439682,147.4593781
Brooklyn LFG U1-3,,VIC1,,,,3,2.83,"0, -, -","1.15, 1.03, 0.65","1, 2, 3",EDL LFG (Vic) Pty Ltd,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,N,BROOKLYN,-37.817967,144.831876
Nine Network Willoughby Plant,,NSW1,,,,2,3.2,,1.06,1-Mar,Enel X Australia Pty Ltd,Generator,Market,Non-Scheduled,Fossil,Diesel,Combustion,Compression Reciprocating Engine,N,NINEWIL1,-33.81096413,151.1966227
Tataria Bordertown Plant,,SA1,,,,1,0.5,,0.5,1,Enel X Australia Pty Ltd,Generator,Market,Non-Scheduled,Fossil,Diesel,Combustion,Compression Reciprocating Engine,Y,TATIARA1,-36.3444801,140.7631634
Grange Avenue Landfill Gas Power Station,,NSW1,,,,2,2,0,2,1,EDL LFG (NSW) Pty Ltd,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,N,GRANGEAV,-33.702938,150.831233
Maroona Wind Farm,,VIC1,,,,6,6.8,4,3.4,1-Feb,Alinta Energy Retail Sales Pty Ltd,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Y,MAROOWF1,-37.419132,142.8232297
Oaky Creek 2,,QLD1,,,,15,15,0,3,1-May,EDL (OCI) Pty Limited,Generator,Market,Non-Scheduled,Fossil,Waste Coal Mine Gas,Combustion,Spark Ignition Reciprocating Engine,Y,OAKY2,-22.987776,148.581702
Capital East Solar Farm,,NSW1,,,,1,0.205,"0, -, -","0.013, 0.011, 0.168","1-2, 3, 4",Iberdrola Australia Holdings Pty Limited,Generator,Market,Non-Scheduled,Solar,Solar,Renewable,Photovoltaic Flat panel,N,CESF1,-35.2018,149.5083
Lucas Heights 2 Power Station,,NSW1,,,,5,4.6,0,1.15,Dec-15,EDL LFG (NSW) Pty Ltd,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Compression Reciprocating Engine,N,LUCAS2S2,-34.048146,150.973882
Adelaide Desalination Plant,,SA1,,,,1,1.44,-,0.72,1-Feb,South Australian Water Corporation,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Run of River,Y,ADPMH1,-35.09686,138.48419
William Hovell Power Station,,VIC1,,,,2,1.5,0,1.5,1,Pacific Hydro Investments Pty Ltd,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Run of River,N,WILLHOV1,-36.9129137,146.3892173
Eastern Creek LFG PS Units 1-4,,NSW1,,,,5,5.056,0,1.264,1-Apr,EDL LFG (NSW) Pty Ltd,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,N,EASTCRK,-33.81415696,150.8537017
Corio Landfill Gas Power Station,,VIC1,,,,1,1,0,1,1,EDL LFG (Vic) Pty Ltd,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,N,CORIO1,-38.05865888,144.4055757
Torrens Island Power Station,,SA1,2021-09-29T14:00:00+0000,,,120,120,20,120,1,AGL SA Generation Pty Limited,Generator,Market,Scheduled,Fossil,Natural Gas / Fuel Oil,Combustion,Steam Sub-Critical,Y,TORRA1,-34.806844,138.521322
Broadmeadows Landfill Gas Power Station,,VIC1,,,,5,5,0,1,1-May,EDL LFG (Vic) Pty Ltd,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,N,BROADMDW,-37.687786,144.966319
Grosvenor 1 Waste Coal Mine Gas Power Station,,QLD1,,,,21,21.287,0,3.041,1-Jul,EDL Projects (Australia) Pty Ltd,Generator,Market,Non-Scheduled,Fossil,Waste Coal Mine Gas,Combustion,Spark Ignition Reciprocating Engine,Y,GROSV1,-21.970976,148.012882
Eildon Power Station,,VIC1,,,,5,4.5,0,4.5,1,Pacific Hydro Investments Pty Ltd,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Run of River,N,EILDON3,-37.22200534,145.9214524
Western Suburbs League Club (Campbelltown) Plant,,NSW1,,,,1,1,,1,1,Enel X Australia Pty Ltd,Generator,Market,Non-Scheduled,Fossil,Diesel,Combustion,Compression Reciprocating Engine,N,WESTCBT1,-34.051326,150.83286
Whitwood Road Renewable Energy Facility,,QLD1,,,,1,1,0,1.1,1,Origin Energy Electricity Limited,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Compression Reciprocating Engine,N,WHIT1,-27.659014,152.823743
Moranbah Generation Project,,QLD1,,,,13,12.56,,1.57,1-Aug,AGL Australia Markets Pty Limited,Generator,Market,Non-Scheduled,Fossil,Coal Seam Methane,Combustion,Compression Reciprocating Engine,N,MORANBAH,-21.9698806,147.9989581
Wilga Park Power Station,,NSW1,,,,10,10,"0, -","1, 3","1-4, 5 - 6",Santos NSW (Narrabri Power) Pty Ltd,Generator,Market,Non-Scheduled,Fossil,Coal Seam Methane,Combustion,Spark Ignition Reciprocating Engine,N,WILGAPK,-30.363437,149.677153
Oaky Creek Power Station,,QLD1,,,,20,20,-,"1.037, 3","1-14, 15-16",EDL (OCI) Pty Limited,Generator,Market,Non-Scheduled,Fossil,Coal Seam Methane,Combustion,Compression Reciprocating Engine,Y,OAKYCREK,-22.987776,148.581702
Christies Beach Wastewater Treatment Plant,,SA1,,,,0.717,0.72,-,0.72,1,South Australian Water Corporation,Generator,Market,Non-Scheduled,Fossil,Diesel,Combustion,Compression Reciprocating Engine,N,CBWWDG2,,
Browns Plains Landfill Gas PS,,QLD1,,,,2,2,1,1,1-Feb,EDL LFG (Qld) Pty Ltd,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,N,BPLANDF1,-27.672086,153.066389
Cohuna Solar Farm,,VIC1,,,,27,31,6,1.434,Jan-19,Enel Energy Australia Pty Ltd,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Y,COHUNA,-35.880864,144.22147
Daydream Solar Farm,,QLD1,,,,78.72,88,165,2.75,30-61,Daydream Solar Farm Pty Ltd As The Trustee For The Daydream Solar Farm Trust,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Y,DAYDSF2,-20.49473778,147.7706606
Daandine Power Station,,QLD1,,,,30,33,0,3,1-Nov,Arrow Energy Trading Pty Ltd,Generator,Market,Non-Scheduled,Fossil,Coal Seam Methane,Combustion,Compression Reciprocating Engine,N,DAANDINE,-27.08631997,150.9430055
Wonthaggi Wind Farm,,VIC1,,,,12,12,,2,1-Jun,Progressive Green Pty Ltd,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Y,WONWP,-38.603736,145.546167
Hallam Road Renewable Energy Facility,,VIC1,,,,9,8.984,0,1.123,1-Aug,LMS Energy Pty Ltd,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,N,HALAMRD1,-38.05345276,145.2699497
Bolivar Waste Water Treatment Plant,,SA1,,,,0.65,0.66,-,0.66,1,South Australian Water Corporation,Generator,Market,Non-Scheduled,Fossil,Diesel,Combustion,Compression Reciprocating Engine,N,BOWWDG1,-34.771581,138.584148
Coonooer Bridge Wind Farm,,VIC1,,,,20,19.8,0,19.8,1,Coonooer Bridge Wind Farm Pty Ltd,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,CBWF1,-36.436,143.362
Smithfield Energy Facility,,NSW1,,,,-,-,-,62,4,Smithfield Power Generation Pty Ltd,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),Y,SITHE04,-33.8498251,150.9483392
Kennedy Energy Park Battery,,QLD1,,,,2,2,0,0.5,1-Apr,Kennedy Energy Park Pty Ltd,Load,Market,Non-Scheduled,Battery storage,Grid,Storage,Battery,Y,KEPBL1,-20.872702,144.414281
Hepburn Community Wind Farm,,VIC1,,,,4,4.1,0,2.05,1 & 2,Progressive Green Pty Ltd,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,HEPWIND1,-37.425,144.12
Wyangala B Power Station,,NSW1,,,,4,4,,4,1,Hydro Power Pty Limited,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,N,WYANGALB,-33.9680956,148.9463456
Christies Beach Wastewater Treatment Plant,,SA1,,,,0.662,0.664,-,0.664,1,South Australian Water Corporation,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Biogas - sludge,Combustion,Compression Reciprocating Engine,N,CBWWBG1,,
Wyndham Waste Disposal Facility,,VIC1,,,,1,1,,1,1,EnergyAustralia Pty Ltd,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Compression Reciprocating Engine,N,WYNDW,-37.937488,144.590179
Christies Beach Wastewater Treatment Plant,,SA1,,,,1,2,-,1,1-Feb,South Australian Water Corporation,Generator,Market,Non-Scheduled,Fossil,Diesel,Combustion,Compression Reciprocating Engine,N,CBWWDG1,,
Springvale Landfill Gas Power Station,,VIC1,,,,5,4.2,0,1.05,1-Apr,EDL LFG (Vic) Pty Ltd,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,N,SVALE1,-37.973297,145.139635
South Keswick Solar Farm,,NSW1,,,,13,15,0,2.5,1-Jun,Dubbo Solar Hub Pty Ltd,Generator,Market,Non-Scheduled,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,N,SKSF1,-32.2770701,148.6446276
Ferguson North Wind Farm,,VIC1,,,,3,4,0,4,1,Ferguson Wind Farm Pty Ltd,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,N,FNWF1,-38.611251,143.179524
Toora Wind Farm,,VIC1,,,,21,21,,1.75,1-Dec,Toora Wind Farm Pty Ltd,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Y,TOORAWF,-38.64506,146.344132
Wingfield 1 Landfill Gas Power Station,,SA1,,,,5,4.12,0,1.03,1-Apr,EDL LFG (SA) Pty Ltd,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,N,WINGF1_1,-34.832062,138.5483038
Tahmoor Waste Coal Mine Gas Power Station,,NSW1,,,,7,7.042,0,1.006,1-Jul,EDL (TT) Pty Limited,Generator,Market,Non-Scheduled,Fossil,Waste Coal Mine Gas,Combustion,Spark Ignition Reciprocating Engine,N,TAHMOOR1,-34.248233,150.58077
